movie_id,title,genres,movie_idx,genres_clean
1028,Mary Poppins (1964),Children's|Comedy|Musical,829,Children's Comedy Musical
1029,Dumbo (1941),Animation|Children's|Musical,830,Animation Children's Musical
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,831,Adventure Animation Children's Musical
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,832,Adventure Children's Musical
1032,Alice in Wonderland (1951),Animation|Children's|Musical,833,Animation Children's Musical
1033,"Fox and the Hound, The (1981)",Animation|Children's,834,Animation Children's
1034,Freeway (1996),Crime,835,Crime
1035,"Sound of Music, The (1965)",Musical,836,Musical
1036,Die Hard (1988),Action|Thriller,837,Action Thriller
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,838,Action Sci-Fi Thriller
1038,Unhook the Stars (1996),Drama,839,Drama
1041,Secrets & Lies (1996),Drama,840,Drama
1042,That Thing You Do! (1996),Comedy,841,Comedy
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,842,Drama Romance
1044,Surviving Picasso (1996),Drama,843,Drama
1046,Beautiful Thing (1996),Drama|Romance,844,Drama Romance
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,845,Action Thriller
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,846,Action Adventure
1050,Looking for Richard (1996),Documentary|Drama,847,Documentary Drama
1051,Trees Lounge (1996),Drama,848,Drama
1053,Normal Life (1996),Crime|Drama,849,Crime Drama
1054,Get on the Bus (1996),Drama,850,Drama
1055,Shadow Conspiracy (1997),Thriller,851,Thriller
1056,Jude (1996),Drama,852,Drama
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,853,Comedy Musical Romance
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,854,Drama
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,855,Drama Romance
1060,Swingers (1996),Comedy|Drama,856,Comedy Drama
1061,Sleepers (1996),Crime|Drama,857,Crime Drama
1063,Johns (1996),Drama,858,Drama
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,859,Animation Children's Comedy
1066,Shall We Dance? (1937),Comedy|Musical|Romance,860,Comedy Musical Romance
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,861,Comedy Musical Romance
1068,Crossfire (1947),Crime|Film-Noir,862,Crime Film-Noir
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,863,Film-Noir Thriller
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,864,Adventure Children's Comedy Fantasy
1076,"Innocents, The (1961)",Thriller,865,Thriller
1077,Sleeper (1973),Comedy|Sci-Fi,866,Comedy Sci-Fi
1078,Bananas (1971),Comedy|War,867,Comedy War
1079,"Fish Called Wanda, A (1988)",Comedy,868,Comedy
1080,Monty Python's Life of Brian (1979),Comedy,869,Comedy
1081,Victor/Victoria (1982),Comedy|Musical,870,Comedy Musical
1082,"Candidate, The (1972)",Drama,871,Drama
1083,"Great Race, The (1965)",Comedy|Musical,872,Comedy Musical
1084,Bonnie and Clyde (1967),Crime|Drama,873,Crime Drama
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,874,Adventure Drama
1086,Dial M for Murder (1954),Mystery|Thriller,875,Mystery Thriller
1087,Madame Butterfly (1995),Musical,876,Musical
1088,Dirty Dancing (1987),Musical|Romance,877,Musical Romance
1089,Reservoir Dogs (1992),Crime|Thriller,878,Crime Thriller
1090,Platoon (1986),Drama|War,879,Drama War
1091,Weekend at Bernie's (1989),Comedy,880,Comedy
1092,Basic Instinct (1992),Mystery|Thriller,881,Mystery Thriller
1093,"Doors, The (1991)",Drama|Musical,882,Drama Musical
1094,"Crying Game, The (1992)",Drama|Romance|War,883,Drama Romance War
1095,Glengarry Glen Ross (1992),Drama,884,Drama
1096,Sophie's Choice (1982),Drama,885,Drama
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,886,Children's Drama Fantasy Sci-Fi
1099,"Christmas Carol, A (1938)",Drama,887,Drama
1100,Days of Thunder (1990),Action|Romance,888,Action Romance
1101,Top Gun (1986),Action|Romance,889,Action Romance
1103,Rebel Without a Cause (1955),Drama,890,Drama
1104,"Streetcar Named Desire, A (1951)",Drama,891,Drama
1105,Children of the Corn IV: The Gathering (1996),Horror,892,Horror
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,893,Documentary
1112,Palookaville (1996),Action|Drama,894,Action Drama
1113,"Associate, The (1996)",Comedy,895,Comedy
1114,"Funeral, The (1996)",Drama,896,Drama
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,897,Drama
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,898,Drama
1119,Drunks (1997),Drama,899,Drama
1120,"People vs. Larry Flynt, The (1996)",Drama,900,Drama
1121,Glory Daze (1996),Drama,901,Drama
1123,"Perfect Candidate, A (1996)",Documentary,902,Documentary
1124,On Golden Pond (1981),Drama,903,Drama
1125,"Return of the Pink Panther, The (1974)",Comedy,904,Comedy
1126,Drop Dead Fred (1991),Comedy|Fantasy,905,Comedy Fantasy
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,906,Action Adventure Sci-Fi Thriller
1128,"Fog, The (1980)",Horror,907,Horror
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,908,Action Adventure Sci-Fi Thriller
1130,"Howling, The (1980)",Horror,909,Horror
1131,Jean de Florette (1986),Drama,910,Drama
1132,Manon of the Spring (Manon des sources) (1986),Drama,911,Drama
1135,Private Benjamin (1980),Comedy,912,Comedy
1136,Monty Python and the Holy Grail (1974),Comedy,913,Comedy
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,914,Documentary
1147,When We Were Kings (1996),Documentary,915,Documentary
1148,"Wrong Trousers, The (1993)",Animation|Comedy,916,Animation Comedy
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,917,Drama
1151,Faust (1994),Animation|Comedy|Thriller,918,Animation Comedy Thriller
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,919,Crime Film-Noir Thriller
1153,Raw Deal (1948),Film-Noir,920,Film-Noir
1154,T-Men (1947),Film-Noir,921,Film-Noir
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,922,Drama
1162,"Ruling Class, The (1972)",Comedy,923,Comedy
1163,Mina Tannenbaum (1994),Drama,924,Drama
1167,Dear God (1996),Comedy,925,Comedy
1168,Bad Moon (1996),Horror,926,Horror
1169,American Dream (1990),Documentary,927,Documentary
1170,Best of the Best 3: No Turning Back (1995),Action,928,Action
1171,Bob Roberts (1992),Comedy,929,Comedy
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,930,Comedy Drama Romance
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,931,Drama
1175,Delicatessen (1991),Comedy|Sci-Fi,932,Comedy Sci-Fi
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,933,Drama
1177,Enchanted April (1991),Drama,934,Drama
1178,Paths of Glory (1957),Drama|War,935,Drama War
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,936,Crime Drama Film-Noir
1180,Hear My Song (1991),Comedy,937,Comedy
1181,"Shooter, The (1995)",Action,938,Action
1183,"English Patient, The (1996)",Drama|Romance|War,939,Drama Romance War
1184,Mediterraneo (1991),Comedy|War,940,Comedy War
1185,My Left Foot (1989),Drama,941,Drama
1186,"Sex, Lies, and Videotape (1989)",Drama,942,Drama
1187,Passion Fish (1992),Drama,943,Drama
1188,Strictly Ballroom (1992),Comedy|Romance,944,Comedy Romance
1189,"Thin Blue Line, The (1988)",Documentary,945,Documentary
1190,Tie Me Up! Tie Me Down! (1990),Drama,946,Drama
1191,Madonna: Truth or Dare (1991),Documentary,947,Documentary
1192,Paris Is Burning (1990),Documentary,948,Documentary
1193,One Flew Over the Cuckoo's Nest (1975),Drama,949,Drama
1194,Up in Smoke (1978),Comedy,950,Comedy
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,951,Action Adventure Drama Sci-Fi War
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,952,Action Adventure Comedy Romance
1198,Raiders of the Lost Ark (1981),Action|Adventure,953,Action Adventure
1199,Brazil (1985),Sci-Fi,954,Sci-Fi
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,955,Action Sci-Fi Thriller War
1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,956,Action Western
1202,Withnail and I (1987),Comedy,957,Comedy
1203,12 Angry Men (1957),Drama,958,Drama
1204,Lawrence of Arabia (1962),Adventure|War,959,Adventure War
1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,960,Action Animation Children's Sci-Fi Thriller War
1206,"Clockwork Orange, A (1971)",Sci-Fi,961,Sci-Fi
1207,To Kill a Mockingbird (1962),Drama,962,Drama
1208,Apocalypse Now (1979),Drama|War,963,Drama War
1209,Once Upon a Time in the West (1969),Western,964,Western
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,965,Action Adventure Romance Sci-Fi War
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,966,Comedy Drama Romance
1212,"Third Man, The (1949)",Mystery|Thriller,967,Mystery Thriller
1213,GoodFellas (1990),Crime|Drama,968,Crime Drama
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,969,Action Horror Sci-Fi Thriller
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,970,Action Adventure Comedy Horror Sci-Fi
1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,971,Adventure Romance
1217,Ran (1985),Drama|War,972,Drama War
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,973,Action Thriller
1219,Psycho (1960),Horror|Thriller,974,Horror Thriller
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,975,Action Comedy Musical
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,976,Action Crime Drama
1222,Full Metal Jacket (1987),Action|Drama|War,977,Action Drama War
1223,"Grand Day Out, A (1992)",Animation|Comedy,978,Animation Comedy
1224,Henry V (1989),Drama|War,979,Drama War
1225,Amadeus (1984),Drama,980,Drama
1226,"Quiet Man, The (1952)",Comedy|Romance,981,Comedy Romance
1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,982,Crime Drama Thriller
1228,Raging Bull (1980),Drama,983,Drama
1230,Annie Hall (1977),Comedy|Romance,984,Comedy Romance
1231,"Right Stuff, The (1983)",Drama,985,Drama
1232,Stalker (1979),Mystery|Sci-Fi,986,Mystery Sci-Fi
1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,987,Action Drama War
1234,"Sting, The (1973)",Comedy|Crime,988,Comedy Crime
1235,Harold and Maude (1971),Comedy,989,Comedy
1236,Trust (1990),Comedy|Drama,990,Comedy Drama
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,991,Drama
1238,Local Hero (1983),Comedy,992,Comedy
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,993,Action Sci-Fi Thriller
1241,Braindead (1992),Comedy|Horror,994,Comedy Horror
1242,Glory (1989),Action|Drama|War,995,Action Drama War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,996,Comedy Drama
1244,Manhattan (1979),Comedy|Drama|Romance,997,Comedy Drama Romance
1245,Miller's Crossing (1990),Drama,998,Drama
1246,Dead Poets Society (1989),Drama,999,Drama
1247,"Graduate, The (1967)",Drama|Romance,1000,Drama Romance
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,1001,Crime Film-Noir Thriller
1249,Nikita (La Femme Nikita) (1990),Thriller,1002,Thriller
1250,"Bridge on the River Kwai, The (1957)",Drama|War,1003,Drama War
1251,8 1/2 (1963),Drama,1004,Drama
1252,Chinatown (1974),Film-Noir|Mystery|Thriller,1005,Film-Noir Mystery Thriller
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,1006,Drama Sci-Fi
1254,"Treasure of the Sierra Madre, The (1948)",Adventure,1007,Adventure
1255,Bad Taste (1987),Comedy|Horror,1008,Comedy Horror
1256,Duck Soup (1933),Comedy|War,1009,Comedy War
1257,Better Off Dead... (1985),Comedy,1010,Comedy
1258,"Shining, The (1980)",Horror,1011,Horror
1259,Stand by Me (1986),Adventure|Comedy|Drama,1012,Adventure Comedy Drama
1260,M (1931),Crime|Film-Noir|Thriller,1013,Crime Film-Noir Thriller
1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,1014,Action Adventure Comedy Horror
1262,"Great Escape, The (1963)",Adventure|War,1015,Adventure War
1263,"Deer Hunter, The (1978)",Drama|War,1016,Drama War
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,1017,Action Drama Mystery Romance Thriller
1265,Groundhog Day (1993),Comedy|Romance,1018,Comedy Romance
1266,Unforgiven (1992),Western,1019,Western
1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,1020,Film-Noir Thriller
1268,Pump Up the Volume (1990),Drama,1021,Drama
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,1022,Comedy Mystery Thriller
1270,Back to the Future (1985),Comedy|Sci-Fi,1023,Comedy Sci-Fi
1271,Fried Green Tomatoes (1991),Drama,1024,Drama
1272,Patton (1970),Drama|War,1025,Drama War
1273,Down by Law (1986),Comedy|Drama,1026,Comedy Drama
1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,1027,Adventure Animation Sci-Fi Thriller
1275,Highlander (1986),Action|Adventure,1028,Action Adventure
1276,Cool Hand Luke (1967),Comedy|Drama,1029,Comedy Drama
1277,Cyrano de Bergerac (1990),Action|Drama|Romance,1030,Action Drama Romance
1278,Young Frankenstein (1974),Comedy|Horror,1031,Comedy Horror
1279,Night on Earth (1991),Comedy|Drama,1032,Comedy Drama
1280,Raise the Red Lantern (1991),Drama,1033,Drama
1281,"Great Dictator, The (1940)",Comedy,1034,Comedy
1282,Fantasia (1940),Animation|Children's|Musical,1035,Animation Children's Musical
1283,High Noon (1952),Western,1036,Western
1284,"Big Sleep, The (1946)",Film-Noir|Mystery,1037,Film-Noir Mystery
1285,Heathers (1989),Comedy,1038,Comedy
1286,Somewhere in Time (1980),Drama|Romance,1039,Drama Romance
1287,Ben-Hur (1959),Action|Adventure|Drama,1040,Action Adventure Drama
1288,This Is Spinal Tap (1984),Comedy|Drama|Musical,1041,Comedy Drama Musical
1289,Koyaanisqatsi (1983),Documentary|War,1042,Documentary War
1290,Some Kind of Wonderful (1987),Drama|Romance,1043,Drama Romance
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,1044,Action Adventure
1292,Being There (1979),Comedy,1045,Comedy
1293,Gandhi (1982),Drama,1046,Drama
1294,M*A*S*H (1970),Comedy|War,1047,Comedy War
1295,"Unbearable Lightness of Being, The (1988)",Drama,1048,Drama
1296,"Room with a View, A (1986)",Drama|Romance,1049,Drama Romance
1297,Real Genius (1985),Comedy,1050,Comedy
1298,Pink Floyd - The Wall (1982),Drama|Musical|War,1051,Drama Musical War
1299,"Killing Fields, The (1984)",Drama|War,1052,Drama War
1300,My Life as a Dog (Mitt liv som hund) (1985),Drama,1053,Drama
1301,Forbidden Planet (1956),Sci-Fi,1054,Sci-Fi
1302,Field of Dreams (1989),Drama,1055,Drama
1303,"Man Who Would Be King, The (1975)",Adventure,1056,Adventure
1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,1057,Action Comedy Western
1305,"Paris, Texas (1984)",Drama,1058,Drama
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,1059,Drama Sci-Fi
1307,When Harry Met Sally... (1989),Comedy|Romance,1060,Comedy Romance
1310,Hype! (1996),Documentary,1061,Documentary
1312,Female Perversions (1996),Drama,1062,Drama
1313,Mad Dog Time (1996),Crime,1063,Crime
1317,I'm Not Rappaport (1996),Comedy,1064,Comedy
1320,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,1065,Action Horror Sci-Fi Thriller
1321,"American Werewolf in London, An (1981)",Horror,1066,Horror
1322,Amityville 1992: It's About Time (1992),Horror,1067,Horror
1323,Amityville 3-D (1983),Horror,1068,Horror
1324,Amityville: Dollhouse (1996),Horror,1069,Horror
1325,Amityville: A New Generation (1993),Horror,1070,Horror
1326,Amityville II: The Possession (1982),Horror,1071,Horror
1327,"Amityville Horror, The (1979)",Horror,1072,Horror
1328,"Amityville Curse, The (1990)",Horror,1073,Horror
1329,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror,1074,Horror
1330,April Fool's Day (1986),Comedy|Horror,1075,Comedy Horror
1331,Audrey Rose (1977),Horror,1076,Horror
1332,"Believers, The (1987)",Horror|Thriller,1077,Horror Thriller
1333,"Birds, The (1963)",Horror,1078,Horror
1334,"Blob, The (1958)",Horror|Sci-Fi,1079,Horror Sci-Fi
1335,Blood Beach (1981),Action|Horror,1080,Action Horror
1336,Body Parts (1991),Horror,1081,Horror
1337,"Body Snatcher, The (1945)",Horror,1082,Horror
1339,Bram Stoker's Dracula (1992),Horror|Romance,1083,Horror Romance
1340,Bride of Frankenstein (1935),Horror,1084,Horror
1341,Burnt Offerings (1976),Horror,1085,Horror
1342,Candyman (1992),Horror,1086,Horror
1343,Cape Fear (1991),Thriller,1087,Thriller
1344,Cape Fear (1962),Film-Noir|Thriller,1088,Film-Noir Thriller
1345,Carrie (1976),Horror,1089,Horror
1346,Cat People (1982),Horror,1090,Horror
1347,"Nightmare on Elm Street, A (1984)",Horror,1091,Horror
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,1092,Horror
1349,Nosferatu a Venezia (1986),Horror,1093,Horror
1350,"Omen, The (1976)",Horror,1094,Horror
1351,Blood & Wine (1997),Drama,1095,Drama
1352,Albino Alligator (1996),Crime|Thriller,1096,Crime Thriller
1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance,1097,Comedy Romance
1354,Breaking the Waves (1996),Drama,1098,Drama
1355,Nightwatch (1997),Horror|Thriller,1099,Horror Thriller
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,1100,Action Adventure Sci-Fi
1357,Shine (1996),Drama|Romance,1101,Drama Romance
1358,Sling Blade (1996),Drama|Thriller,1102,Drama Thriller
1359,Jingle All the Way (1996),Adventure|Children's|Comedy,1103,Adventure Children's Comedy
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,1104,Documentary
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,1105,Drama
1363,"Preacher's Wife, The (1996)",Drama,1106,Drama
1365,Ridicule (1996),Drama,1107,Drama
1366,"Crucible, The (1996)",Drama,1108,Drama
1367,101 Dalmatians (1996),Children's|Comedy,1109,Children's Comedy
1370,Die Hard 2 (1990),Action|Thriller,1110,Action Thriller
1371,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,1111,Action Adventure Sci-Fi
1372,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,1112,Action Adventure Sci-Fi
1373,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,1113,Action Adventure Sci-Fi
1374,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,1114,Action Adventure Sci-Fi
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,1115,Action Adventure Sci-Fi
1376,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,1116,Action Adventure Sci-Fi
1377,Batman Returns (1992),Action|Adventure|Comedy|Crime,1117,Action Adventure Comedy Crime
1378,Young Guns (1988),Action|Comedy|Western,1118,Action Comedy Western
1379,Young Guns II (1990),Action|Comedy|Western,1119,Action Comedy Western
1380,Grease (1978),Comedy|Musical|Romance,1120,Comedy Musical Romance
1381,Grease 2 (1982),Comedy|Musical|Romance,1121,Comedy Musical Romance
1382,Marked for Death (1990),Action|Drama,1122,Action Drama
1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi,1123,Action Sci-Fi
1385,Under Siege (1992),Action,1124,Action
1387,Jaws (1975),Action|Horror,1125,Action Horror
1388,Jaws 2 (1978),Action|Horror,1126,Action Horror
1389,Jaws 3-D (1983),Action|Horror,1127,Action Horror
1390,My Fellow Americans (1996),Comedy,1128,Comedy
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,1129,Action Comedy Sci-Fi War
1392,Citizen Ruth (1996),Comedy|Drama,1130,Comedy Drama
1393,Jerry Maguire (1996),Drama|Romance,1131,Drama Romance
1394,Raising Arizona (1987),Comedy,1132,Comedy
1395,Tin Men (1987),Comedy|Drama,1133,Comedy Drama
1396,Sneakers (1992),Crime|Drama|Sci-Fi,1134,Crime Drama Sci-Fi
1397,Bastard Out of Carolina (1996),Drama,1135,Drama
1398,In Love and War (1996),Romance|War,1136,Romance War
1399,Marvin's Room (1996),Drama,1137,Drama
1401,Ghosts of Mississippi (1996),Drama,1138,Drama
1404,Night Falls on Manhattan (1997),Crime|Drama,1139,Crime Drama
1405,Beavis and Butt-head Do America (1996),Animation|Comedy,1140,Animation Comedy
1406,"Cérémonie, La (1995)",Drama,1141,Drama
1407,Scream (1996),Horror|Thriller,1142,Horror Thriller
1408,"Last of the Mohicans, The (1992)",Action|Romance|War,1143,Action Romance War
1409,Michael (1996),Comedy|Romance,1144,Comedy Romance
1410,"Evening Star, The (1996)",Comedy|Drama,1145,Comedy Drama
1411,Hamlet (1996),Drama,1146,Drama
1412,Some Mother's Son (1996),Drama,1147,Drama
1413,"Whole Wide World, The (1996)",Drama,1148,Drama
1414,Mother (1996),Comedy,1149,Comedy
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,1150,Crime Drama Romance
1416,Evita (1996),Drama|Musical,1151,Drama Musical
1417,"Portrait of a Lady, The (1996)",Drama,1152,Drama
1419,Walkabout (1971),Drama,1153,Drama
1421,Grateful Dead (1995),Documentary,1154,Documentary
1422,Murder at 1600 (1997),Mystery|Thriller,1155,Mystery Thriller
1423,Hearts and Minds (1996),Drama,1156,Drama
1425,Fierce Creatures (1997),Comedy,1157,Comedy
1426,Zeus and Roxanne (1997),Children's,1158,Children's
1427,Turbulence (1997),Thriller,1159,Thriller
1428,Angel Baby (1995),Drama,1160,Drama
1429,Jackie Chan's First Strike (1996),Action,1161,Action
1431,Beverly Hills Ninja (1997),Action|Comedy,1162,Action Comedy
1432,Metro (1997),Action,1163,Action
1437,"Cement Garden, The (1993)",Drama,1164,Drama
1438,Dante's Peak (1997),Action|Thriller,1165,Action Thriller
1439,Meet Wally Sparks (1997),Comedy,1166,Comedy
1440,Amos & Andrew (1993),Comedy,1167,Comedy
1441,Benny & Joon (1993),Comedy|Romance,1168,Comedy Romance
1442,Prefontaine (1997),Drama,1169,Drama
1445,McHale's Navy (1997),Comedy|War,1170,Comedy War
1446,Kolya (1996),Comedy,1171,Comedy
1447,Gridlock'd (1997),Crime,1172,Crime
1449,Waiting for Guffman (1996),Comedy,1173,Comedy
1450,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War,1174,War
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,1175,Comedy Romance
1454,SubUrbia (1997),Comedy,1176,Comedy
1455,Hotel de Love (1996),Comedy|Romance,1177,Comedy Romance
1456,"Pest, The (1997)",Comedy,1178,Comedy
1457,Fools Rush In (1997),Comedy|Romance,1179,Comedy Romance
1458,Touch (1997),Romance,1180,Romance
1459,Absolute Power (1997),Mystery|Thriller,1181,Mystery Thriller
1460,That Darn Cat! (1997),Children's|Comedy|Mystery,1182,Children's Comedy Mystery
1461,Vegas Vacation (1997),Comedy,1183,Comedy
1463,That Old Feeling (1997),Comedy|Romance,1184,Comedy Romance
1464,Lost Highway (1997),Mystery,1185,Mystery
1465,Rosewood (1997),Drama,1186,Drama
1466,Donnie Brasco (1997),Crime|Drama,1187,Crime Drama
1468,Booty Call (1997),Comedy|Romance,1188,Comedy Romance
1472,City of Industry (1997),Crime|Thriller,1189,Crime Thriller
1473,Best Men (1997),Action|Comedy|Crime|Drama,1190,Action Comedy Crime Drama
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy,1191,Children's Comedy
1475,Kama Sutra: A Tale of Love (1996),Romance,1192,Romance
1476,Private Parts (1997),Comedy|Drama,1193,Comedy Drama
1477,Love Jones (1997),Romance,1194,Romance
1479,"Saint, The (1997)",Action|Romance|Thriller,1195,Action Romance Thriller
1480,Smilla's Sense of Snow (1997),Action|Drama|Thriller,1196,Action Drama Thriller
1482,"Van, The (1996)",Comedy|Drama,1197,Comedy Drama
1483,Crash (1996),Drama|Thriller,1198,Drama Thriller
1484,"Daytrippers, The (1996)",Mystery,1199,Mystery
1485,Liar Liar (1997),Comedy,1200,Comedy
1487,Selena (1997),Drama|Musical,1201,Drama Musical
1488,"Devil's Own, The (1997)",Action|Drama|Thriller|War,1202,Action Drama Thriller War
1489,Cats Don't Dance (1997),Animation|Children's|Musical,1203,Animation Children's Musical
1490,B*A*P*S (1997),Comedy,1204,Comedy
1493,Love and Other Catastrophes (1996),Romance,1205,Romance
1494,"Sixth Man, The (1997)",Comedy,1206,Comedy
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's,1207,Action Adventure Children's
1496,Anna Karenina (1997),Drama|Romance,1208,Drama Romance
1497,Double Team (1997),Action,1209,Action
1498,Inventing the Abbotts (1997),Drama|Romance,1210,Drama Romance
1499,Anaconda (1997),Action|Adventure|Thriller,1211,Action Adventure Thriller
1500,Grosse Pointe Blank (1997),Comedy|Crime,1212,Comedy Crime
1501,Keys to Tulsa (1997),Crime,1213,Crime
1502,Kissed (1996),Romance,1214,Romance
1503,8 Heads in a Duffel Bag (1997),Comedy,1215,Comedy
1504,Hollow Reed (1996),Drama,1216,Drama
1507,Paradise Road (1997),Drama|War,1217,Drama War
1508,Traveller (1997),Drama,1218,Drama
1509,All Over Me (1997),Drama,1219,Drama
1511,A Chef in Love (1996),Comedy,1220,Comedy
1513,Romy and Michele's High School Reunion (1997),Comedy,1221,Comedy
1515,Volcano (1997),Drama|Thriller,1222,Drama Thriller
1516,Children of the Revolution (1996),Comedy,1223,Comedy
1517,Austin Powers: International Man of Mystery (1997),Comedy,1224,Comedy
1518,Breakdown (1997),Action|Thriller,1225,Action Thriller
1520,Commandments (1997),Romance,1226,Romance
1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,1227,Action Crime Romance
1525,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy,1228,Action Adventure Children's Fantasy
1526,Fathers' Day (1997),Comedy,1229,Comedy
1527,"Fifth Element, The (1997)",Action|Sci-Fi,1230,Action Sci-Fi
1529,Nowhere (1997),Drama,1231,Drama
1531,Losing Chase (1996),Drama,1232,Drama
1533,"Promise, The (La Promesse) (1996)",Drama,1233,Drama
1535,Love! Valour! Compassion! (1997),Drama|Romance,1234,Drama Romance
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy,1235,Comedy
1539,Twin Town (1997),Comedy|Crime,1236,Comedy Crime
1541,Addicted to Love (1997),Comedy|Romance,1237,Comedy Romance
1542,Brassed Off (1996),Comedy|Drama|Romance,1238,Comedy Drama Romance
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,1239,Action Adventure Sci-Fi Thriller
1545,Ponette (1996),Drama,1240,Drama
1546,Schizopolis (1996),Comedy,1241,Comedy
1547,Shiloh (1997),Children's|Drama,1242,Children's Drama
1549,Rough Magic (1995),Drama|Romance,1243,Drama Romance
1550,Trial and Error (1997),Comedy|Romance,1244,Comedy Romance
